Daily_Usage_Hours,Social_Media_Hours,Gaming_Hours,Sleep_Hours,Addiction_Level
8.834559457027419,3.291845093180885,1.9304364710243824,5.040690151813253,High
4.570402547653845,6.188579791986528,4.171882317712787,5.903766239601423,High
4.046959920221904,1.0330513434680608,3.0093766277795604,4.10698836706572,Medium
8.64989997808822,5.163840267132338,5.223847001173083,4.299221051845887,High
11.104069229605436,5.905355229673586,4.968963581499951,8.18887161247845,High
3.6892327241778933,0.8135646434092219,1.7865224417541927,7.5108469095990635,Low
6.0389439900444,3.4643136369772436,0.17456457875893716,4.466343365826708,Medium
3.782919511036571,1.7100411759139376,3.859081733691469,7.956713378244069,Medium
5.172666206313727,2.570623137332439,5.215133539186549,5.98192272972484,Medium
7.649927114948822,2.1987749248485846,5.1032247374448065,4.726473881880953,High
9.496166356486139,2.785129477288115,0.08872041185725266,8.924636360014361,High
1.7470924647385595,1.5217503584146346,0.9088854841550891,4.594992456056018,Low
8.546935871060448,5.706875431989141,1.0941116604013226,4.7050212909994205,Medium
7.030861071354078,0.8964965148764357,1.6915303333994571,8.269597127193975,Low
2.51784658034083,4.860787256100307,1.9046112804864284,7.637702220036255,High
2.0862854112541025,1.847960964741858,0.48994761822554733,4.345646625319747,Medium
3.701150158571212,4.300185129193389,2.1970111971542616,7.107150145850358,High
2.6696532884291986,2.611391276513201,5.423842315749531,6.16494962669322,Low
11.185939274392396,3.2755765823696956,0.7363294574419452,8.436904725428862,Medium
8.481155171651064,4.283966847311529,4.69426067591655,7.090049561566101,Medium
3.614248140676516,1.4174840846838297,0.34111713359188167,7.304052407519221,Low
7.257737778122165,1.4799814927957295,0.3795082844922557,6.37224995321108,Medium
7.122952565778429,6.833106923657897,2.573704678294245,4.025607947992763,Low
1.800109319727826,3.4414891006105197,5.799356709595255,5.921691270920039,High
10.23679361457678,1.771718589941623,1.3005055660457936,5.481727531506351,Low
5.458514419679445,6.508843013153756,5.688437709763761,6.747712993529179,Medium
2.5935808795095765,7.325964725461617,0.25845976856757535,6.4023710383926105,Low
3.1001206453325305,6.721831078149016,5.329025939980909,8.447025900841233,Medium
6.39704150771677,5.855381945251675,3.3919271393345625,4.737720046097808,Low
8.832268116747287,1.2452574049128,4.933450859406822,4.35010622716519,Low
11.834323034711089,7.349759330201581,2.890889317450241,6.395802328646315,Medium
10.622651519085489,4.834845096243248,1.5084724819563187,4.623835665654015,High
6.489458522909834,7.252065888129188,5.06462501928493,7.605421977904856,Medium
2.174579933930797,4.726776289017935,2.0457363463801954,5.077854634148067,Medium
11.045340876886073,0.5738408059976638,4.382142909940695,5.214776827365588,High
5.014075569749135,7.956795220974442,5.730742449758179,7.061293707075922,High
3.492466645893712,1.4929837728655344,5.48962358906474,7.943784347665461,Low
10.596750485799713,5.694771933059881,3.057625296873244,7.409007867169836,Low
2.499941869351617,3.0071618928546706,1.4424537379480737,6.659475303191621,Low
3.6001817616810228,1.8515281820693226,4.7478705702780495,6.194860602080706,Low
7.549391698876171,1.554482488788159,0.27319587392762945,8.945901388765673,Medium
7.203148699865865,5.519355579795855,5.3998125681528775,7.114161005190979,Medium
11.548282051816269,2.7789070462327854,3.394269942101621,8.593458255547986,Medium
5.985632665459598,5.102409004236512,0.09695421679852867,4.746860871598281,High
2.418538820363945,7.516995389614378,3.1194563825008848,7.9753470293975735,High
9.366244444441291,2.0217866966621996,2.962525269219523,7.6855252830020415,Medium
3.2179748262552677,1.3970760961683393,1.277411822833251,4.770123543050757,Low
2.933028495344998,3.4414299718469126,3.7087025277989594,8.622018291495474,High
5.8082981391589215,5.70904419981762,0.009438951605988954,8.970658625113519,Medium
4.742868831325938,7.587252748505145,1.4036425271999808,5.0838046143306945,Low
11.639784194166262,1.7253687080348452,3.1617685801628026,4.975212138387648,Medium
2.5732868479632867,3.9403497929445845,1.1948575156113752,4.23990112800915,Low
10.290143860867298,2.5914766347980813,1.4622151679578805,6.4487622817052275,Low
8.363467539787292,2.034500554968339,2.618419426136815,8.001145682360445,Low
2.202353988875002,2.81252022500399,0.33385325185625314,7.287698248525638,Medium
1.9707889403220138,6.467071778085657,1.249190283229965,4.659963450572005,High
11.631082454051294,1.196345239299745,0.4418467650576543,8.722718894876923,Low
3.1372723373430715,7.017643836065501,4.790554515768886,5.702550608447395,Low
1.9009006602017968,6.7528653581503795,3.0149511006829735,6.391213563619263,Medium
3.9632316480785,5.613451649067759,1.569258841703965,5.8912191177054565,Low
8.151435698144468,2.7186069312029817,4.7806725356599085,6.564389723831249,High
7.014549698791266,1.7458984749296778,0.9304727338172039,6.945351595542245,Low
